date,channel,campaign_id,campaign_name,spend,impressions,clicks
2024-05-03,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,458.76,217649,1738
2024-05-04,Google App Campaigns,goog_ac_01,Google – App Campaign NL,436.26,125522,2066
2024-05-04,Google App Campaigns,goog_ac_02,Google – App Campaign EU,430.55,117366,1886
2024-05-04,Google Brand Search,goog_brand_01,Google – Brand Search,155.5,10039,1486
2024-05-04,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,626.58,53056,1866
2024-05-04,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,682.88,245793,2786
2024-05-04,Meta,fb_prospect_02,FB – Prospecting Interest EU,597.78,191303,2186
2024-05-04,Referral,referral_mgm_01,Referral – Member Get Member,1838.59,0,0
2024-05-04,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,451.1,208816,1580
2024-05-04,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,505.68,224753,1890
2024-05-05,Google App Campaigns,goog_ac_01,Google – App Campaign NL,410.71,106554,1478
2024-05-05,Google App Campaigns,goog_ac_02,Google – App Campaign EU,395.84,111476,1654
2024-05-05,Google Brand Search,goog_brand_01,Google – Brand Search,127.45,8246,1156
2024-05-05,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,530.53,49114,1736
2024-05-05,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,637.15,214448,2575
2024-05-05,Meta,fb_prospect_02,FB – Prospecting Interest EU,650.66,213704,2691
2024-05-05,Referral,referral_mgm_01,Referral – Member Get Member,1760.72,0,0
2024-05-05,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,514.51,246417,2131
2024-05-05,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,493.81,211363,1629
2024-05-06,Google App Campaigns,goog_ac_01,Google – App Campaign NL,382.4,108385,1466
2024-05-06,Google App Campaigns,goog_ac_02,Google – App Campaign EU,329.0,93402,1414
2024-05-06,Google Brand Search,goog_brand_01,Google – Brand Search,126.47,8565,1400
2024-05-06,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,433.27,36680,1324
2024-05-06,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,568.95,179193,2195
2024-05-06,Meta,fb_prospect_02,FB – Prospecting Interest EU,518.03,171097,1877
2024-05-06,Referral,referral_mgm_01,Referral – Member Get Member,2249.6,0,0
2024-05-06,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,398.37,170679,1246
2024-05-06,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,342.98,154428,1116
2024-05-07,Google App Campaigns,goog_ac_01,Google – App Campaign NL,380.17,106414,1663
2024-05-07,Google App Campaigns,goog_ac_02,Google – App Campaign EU,322.52,85661,1310
2024-05-07,Google Brand Search,goog_brand_01,Google – Brand Search,118.7,7804,1094
2024-05-07,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,444.12,36587,1209
2024-05-07,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,506.38,174502,1892
2024-05-07,Meta,fb_prospect_02,FB – Prospecting Interest EU,517.34,176419,2163
2024-05-07,Referral,referral_mgm_01,Referral – Member Get Member,1755.88,0,0
2024-05-07,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,383.45,164975,1312
2024-05-07,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,371.07,157648,1146
2024-05-08,Google App Campaigns,goog_ac_01,Google – App Campaign NL,360.81,89721,1439
2024-05-08,Google App Campaigns,goog_ac_02,Google – App Campaign EU,366.24,99456,1466
2024-05-08,Google Brand Search,goog_brand_01,Google – Brand Search,107.76,7448,1194
2024-05-08,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,481.16,40398,1480
2024-05-08,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,581.94,178835,2258
2024-05-08,Meta,fb_prospect_02,FB – Prospecting Interest EU,584.25,207397,2722
2024-05-08,Referral,referral_mgm_01,Referral – Member Get Member,1872.13,0,0
2024-05-08,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,413.9,196484,1477
2024-05-08,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,423.59,173739,1507
2024-05-09,Google App Campaigns,goog_ac_01,Google – App Campaign NL,387.26,101256,1624
2024-05-09,Google App Campaigns,goog_ac_02,Google – App Campaign EU,334.4,90866,1478
2024-05-09,Google Brand Search,goog_brand_01,Google – Brand Search,109.94,6846,1061
2024-05-09,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,445.52,40823,1567
2024-05-09,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,484.03,154103,1835
2024-05-09,Meta,fb_prospect_02,FB – Prospecting Interest EU,580.76,200838,2272
2024-05-09,Referral,referral_mgm_01,Referral – Member Get Member,1991.34,0,0
2024-05-09,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,381.46,169803,1306
2024-05-09,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,427.27,196980,1533
2024-05-10,Google App Campaigns,goog_ac_01,Google – App Campaign NL,388.36,109942,1645
2024-05-10,Google App Campaigns,goog_ac_02,Google – App Campaign EU,391.01,98474,1532
2024-05-10,Google Brand Search,goog_brand_01,Google – Brand Search,141.96,9334,1406
2024-05-10,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,505.94,43436,1410
2024-05-10,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,682.27,228153,2924
2024-05-10,Meta,fb_prospect_02,FB – Prospecting Interest EU,621.89,222319,2747
2024-05-10,Referral,referral_mgm_01,Referral – Member Get Member,1820.54,0,0
2024-05-10,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,443.08,183414,1459
2024-05-10,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,488.87,209804,1622
2024-05-11,Google App Campaigns,goog_ac_01,Google – App Campaign NL,430.93,116633,1581
2024-05-11,Google App Campaigns,goog_ac_02,Google – App Campaign EU,429.35,111650,1647
2024-05-11,Google Brand Search,goog_brand_01,Google – Brand Search,127.49,8636,1363
2024-05-11,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,513.15,47677,1815
2024-05-11,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,556.48,178022,2117
2024-05-11,Meta,fb_prospect_02,FB – Prospecting Interest EU,613.98,214821,2514
2024-05-11,Referral,referral_mgm_01,Referral – Member Get Member,2292.18,0,0
2024-05-11,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,436.43,179445,1467
2024-05-11,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,446.83,203399,1499
2024-05-12,Google App Campaigns,goog_ac_01,Google – App Campaign NL,422.92,118961,1721
2024-05-12,Google App Campaigns,goog_ac_02,Google – App Campaign EU,425.73,122211,1823
2024-05-12,Google Brand Search,goog_brand_01,Google – Brand Search,135.91,9065,1247
2024-05-12,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,517.32,42685,1626
2024-05-12,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,621.67,208780,2328
2024-05-12,Meta,fb_prospect_02,FB – Prospecting Interest EU,605.25,217491,2356
2024-05-12,Referral,referral_mgm_01,Referral – Member Get Member,2044.91,0,0
2024-05-12,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,437.0,203157,1668
2024-05-12,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,508.26,243277,1767
2024-05-13,Google App Campaigns,goog_ac_01,Google – App Campaign NL,397.27,100623,1449
2024-05-13,Google App Campaigns,goog_ac_02,Google – App Campaign EU,316.38,82907,1168
2024-05-13,Google Brand Search,goog_brand_01,Google – Brand Search,113.19,7371,1071
2024-05-13,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,493.44,41624,1506
2024-05-13,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,570.3,188526,2162
2024-05-13,Meta,fb_prospect_02,FB – Prospecting Interest EU,569.79,186582,2251
2024-05-13,Referral,referral_mgm_01,Referral – Member Get Member,1589.16,0,0
2024-05-13,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,376.96,179066,1432
2024-05-13,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,427.42,182633,1462
2024-05-14,Google App Campaigns,goog_ac_01,Google – App Campaign NL,377.64,94754,1508
2024-05-14,Google App Campaigns,goog_ac_02,Google – App Campaign EU,393.88,106824,1669
2024-05-14,Google Brand Search,goog_brand_01,Google – Brand Search,110.29,7374,1113
2024-05-14,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,497.25,47685,1615
2024-05-14,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,575.41,186974,2036
2024-05-14,Meta,fb_prospect_02,FB – Prospecting Interest EU,524.32,164256,1867
2024-05-14,Referral,referral_mgm_01,Referral – Member Get Member,1901.42,0,0
2024-05-14,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,403.98,178583,1388
2024-05-14,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,416.5,187242,1411
2024-05-15,Google App Campaigns,goog_ac_01,Google – App Campaign NL,346.11,90600,1315
2024-05-15,Google App Campaigns,goog_ac_02,Google – App Campaign EU,341.78,85158,1155
2024-05-15,Google Brand Search,goog_brand_01,Google – Brand Search,132.34,8827,1332
2024-05-15,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,439.18,40641,1561
2024-05-15,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,475.64,151956,1740
2024-05-15,Meta,fb_prospect_02,FB – Prospecting Interest EU,466.13,149890,1687
2024-05-15,Referral,referral_mgm_01,Referral – Member Get Member,1695.38,0,0
2024-05-15,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,354.32,160324,1157
2024-05-15,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,423.41,181093,1314
2024-05-16,Google App Campaigns,goog_ac_01,Google – App Campaign NL,379.61,94641,1463
2024-05-16,Google App Campaigns,goog_ac_02,Google – App Campaign EU,316.64,88087,1400
2024-05-16,Google Brand Search,goog_brand_01,Google – Brand Search,113.55,7465,1016
2024-05-16,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,484.63,45537,1464
2024-05-16,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,558.63,195338,2254
2024-05-16,Meta,fb_prospect_02,FB – Prospecting Interest EU,579.08,180497,2379
2024-05-16,Referral,referral_mgm_01,Referral – Member Get Member,1326.7,0,0
2024-05-16,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,366.91,170218,1433
2024-05-16,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,415.73,196460,1550
2024-05-17,Google App Campaigns,goog_ac_01,Google – App Campaign NL,428.08,107794,1568
2024-05-17,Google App Campaigns,goog_ac_02,Google – App Campaign EU,434.55,114274,1825
2024-05-17,Google Brand Search,goog_brand_01,Google – Brand Search,160.16,11254,1567
2024-05-17,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,534.46,51077,1888
2024-05-17,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,689.53,227120,2631
2024-05-17,Meta,fb_prospect_02,FB – Prospecting Interest EU,630.38,207360,2367
2024-05-17,Referral,referral_mgm_01,Referral – Member Get Member,2402.31,0,0
2024-05-17,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,455.07,194655,1523
2024-05-17,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,452.52,213329,1627
2024-05-18,Google App Campaigns,goog_ac_01,Google – App Campaign NL,383.4,102440,1461
2024-05-18,Google App Campaigns,goog_ac_02,Google – App Campaign EU,444.53,111308,1814
2024-05-18,Google Brand Search,goog_brand_01,Google – Brand Search,147.03,10143,1503
2024-05-18,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,621.37,52456,1770
2024-05-18,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,571.82,192553,2412
2024-05-18,Meta,fb_prospect_02,FB – Prospecting Interest EU,563.3,190705,2432
2024-05-18,Referral,referral_mgm_01,Referral – Member Get Member,2218.93,0,0
2024-05-18,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,463.73,195219,1660
2024-05-18,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,470.11,201029,1746
2024-05-19,Google App Campaigns,goog_ac_01,Google – App Campaign NL,412.93,109276,1611
2024-05-19,Google App Campaigns,goog_ac_02,Google – App Campaign EU,395.98,112324,1600
2024-05-19,Google Brand Search,goog_brand_01,Google – Brand Search,149.31,9697,1499
2024-05-19,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,595.56,49271,1564
2024-05-19,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,693.86,216030,2391
2024-05-19,Meta,fb_prospect_02,FB – Prospecting Interest EU,694.96,248239,2867
2024-05-19,Referral,referral_mgm_01,Referral – Member Get Member,2215.42,0,0
2024-05-19,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,422.79,176004,1548
2024-05-19,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,455.86,214680,1710
2024-05-20,Google App Campaigns,goog_ac_01,Google – App Campaign NL,346.74,87980,1256
2024-05-20,Google App Campaigns,goog_ac_02,Google – App Campaign EU,367.36,96208,1398
2024-05-20,Google Brand Search,goog_brand_01,Google – Brand Search,122.52,8776,1321
2024-05-20,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,476.85,44229,1510
2024-05-20,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,508.41,170477,1961
2024-05-20,Meta,fb_prospect_02,FB – Prospecting Interest EU,469.64,153261,1748
2024-05-20,Referral,referral_mgm_01,Referral – Member Get Member,2094.82,0,0
2024-05-20,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,346.58,165121,1385
2024-05-20,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,418.68,175256,1351
2024-05-21,Google App Campaigns,goog_ac_01,Google – App Campaign NL,375.62,106084,1632
2024-05-21,Google App Campaigns,goog_ac_02,Google – App Campaign EU,366.12,101608,1628
2024-05-21,Google Brand Search,goog_brand_01,Google – Brand Search,111.83,7884,1217
2024-05-21,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,514.89,42373,1499
2024-05-21,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,519.76,161964,1967
2024-05-21,Meta,fb_prospect_02,FB – Prospecting Interest EU,477.95,165727,1991
2024-05-21,Referral,referral_mgm_01,Referral – Member Get Member,1608.28,0,0
2024-05-21,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,421.77,196260,1431
2024-05-21,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,377.47,173087,1518
2024-05-22,Google App Campaigns,goog_ac_01,Google – App Campaign NL,365.96,94585,1361
2024-05-22,Google App Campaigns,goog_ac_02,Google – App Campaign EU,317.1,87651,1193
2024-05-22,Google Brand Search,goog_brand_01,Google – Brand Search,127.39,8453,1263
2024-05-22,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,416.79,38408,1464
2024-05-22,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,573.89,199382,2248
2024-05-22,Meta,fb_prospect_02,FB – Prospecting Interest EU,498.83,178835,2235
2024-05-22,Referral,referral_mgm_01,Referral – Member Get Member,1824.25,0,0
2024-05-22,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,376.65,159045,1231
2024-05-22,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,402.78,170545,1253
2024-05-23,Google App Campaigns,goog_ac_01,Google – App Campaign NL,328.65,91342,1368
2024-05-23,Google App Campaigns,goog_ac_02,Google – App Campaign EU,392.37,96807,1326
2024-05-23,Google Brand Search,goog_brand_01,Google – Brand Search,134.0,8517,1199
2024-05-23,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,462.02,38310,1276
2024-05-23,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,587.37,182593,2140
2024-05-23,Meta,fb_prospect_02,FB – Prospecting Interest EU,484.77,157766,1812
2024-05-23,Referral,referral_mgm_01,Referral – Member Get Member,1805.57,0,0
2024-05-23,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,378.11,163333,1311
2024-05-23,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,377.65,170480,1471
2024-05-24,Google App Campaigns,goog_ac_01,Google – App Campaign NL,393.95,97810,1533
2024-05-24,Google App Campaigns,goog_ac_02,Google – App Campaign EU,406.04,112153,1536
2024-05-24,Google Brand Search,goog_brand_01,Google – Brand Search,127.54,7898,1267
2024-05-24,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,616.99,57787,1855
2024-05-24,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,619.17,212656,2738
2024-05-24,Meta,fb_prospect_02,FB – Prospecting Interest EU,610.28,205630,2254
2024-05-24,Referral,referral_mgm_01,Referral – Member Get Member,1846.32,0,0
2024-05-24,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,468.94,208350,1692
2024-05-24,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,447.17,209132,1552
2024-05-25,Google App Campaigns,goog_ac_01,Google – App Campaign NL,444.76,122116,1744
2024-05-25,Google App Campaigns,goog_ac_02,Google – App Campaign EU,419.44,109462,1648
2024-05-25,Google Brand Search,goog_brand_01,Google – Brand Search,135.39,8831,1231
2024-05-25,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,562.45,48610,1634
2024-05-25,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,703.95,221514,2833
2024-05-25,Meta,fb_prospect_02,FB – Prospecting Interest EU,562.22,186735,2413
2024-05-25,Referral,referral_mgm_01,Referral – Member Get Member,1356.49,0,0
2024-05-25,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,431.46,193241,1522
2024-05-25,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,493.48,218934,1751
2024-05-26,Google App Campaigns,goog_ac_01,Google – App Campaign NL,453.27,112592,1719
2024-05-26,Google App Campaigns,goog_ac_02,Google – App Campaign EU,454.09,118362,1601
2024-05-26,Google Brand Search,goog_brand_01,Google – Brand Search,133.27,8349,1265
2024-05-26,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,580.57,55662,1853
2024-05-26,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,577.17,177264,1934
2024-05-26,Meta,fb_prospect_02,FB – Prospecting Interest EU,669.65,240615,2624
2024-05-26,Referral,referral_mgm_01,Referral – Member Get Member,1389.28,0,0
2024-05-26,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,501.95,226733,1680
2024-05-26,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,482.24,226250,1714
2024-05-27,Google App Campaigns,goog_ac_01,Google – App Campaign NL,349.39,93728,1401
2024-05-27,Google App Campaigns,goog_ac_02,Google – App Campaign EU,322.9,82478,1243
2024-05-27,Google Brand Search,goog_brand_01,Google – Brand Search,111.3,7734,1066
2024-05-27,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,423.89,40280,1302
2024-05-27,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,532.04,171597,1988
2024-05-27,Meta,fb_prospect_02,FB – Prospecting Interest EU,579.42,198761,2611
2024-05-27,Referral,referral_mgm_01,Referral – Member Get Member,1737.03,0,0
2024-05-27,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,392.89,182782,1535
2024-05-27,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,420.18,195882,1487
2024-05-28,Google App Campaigns,goog_ac_01,Google – App Campaign NL,363.99,99616,1475
2024-05-28,Google App Campaigns,goog_ac_02,Google – App Campaign EU,378.41,108944,1523
2024-05-28,Google Brand Search,goog_brand_01,Google – Brand Search,122.06,7549,1110
2024-05-28,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,439.22,39287,1369
2024-05-28,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,566.35,195378,2384
2024-05-28,Meta,fb_prospect_02,FB – Prospecting Interest EU,502.63,172831,2262
2024-05-28,Referral,referral_mgm_01,Referral – Member Get Member,2163.69,0,0
2024-05-28,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,420.89,193817,1416
2024-05-28,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,401.68,182283,1533
2024-05-29,Google App Campaigns,goog_ac_01,Google – App Campaign NL,388.41,106543,1467
2024-05-29,Google App Campaigns,goog_ac_02,Google – App Campaign EU,364.4,92846,1457
2024-05-29,Google Brand Search,goog_brand_01,Google – Brand Search,115.35,7622,1226
2024-05-29,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,510.17,46026,1639
2024-05-29,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,540.72,181321,2221
2024-05-29,Meta,fb_prospect_02,FB – Prospecting Interest EU,474.75,152506,1840
2024-05-29,Referral,referral_mgm_01,Referral – Member Get Member,2024.95,0,0
2024-05-29,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,391.65,176438,1455
2024-05-29,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,404.3,183757,1555
2024-05-30,Google App Campaigns,goog_ac_01,Google – App Campaign NL,383.51,100360,1587
2024-05-30,Google App Campaigns,goog_ac_02,Google – App Campaign EU,382.4,95623,1465
2024-05-30,Google Brand Search,goog_brand_01,Google – Brand Search,132.19,9352,1408
2024-05-30,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,525.12,45946,1463
2024-05-30,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,509.05,181741,2182
2024-05-30,Meta,fb_prospect_02,FB – Prospecting Interest EU,491.59,153526,1782
2024-05-30,Referral,referral_mgm_01,Referral – Member Get Member,1812.38,0,0
2024-05-30,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,404.58,180381,1404
2024-05-30,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,342.56,143551,1077
2024-05-31,Google App Campaigns,goog_ac_01,Google – App Campaign NL,431.13,117585,1749
2024-05-31,Google App Campaigns,goog_ac_02,Google – App Campaign EU,419.56,105069,1448
2024-05-31,Google Brand Search,goog_brand_01,Google – Brand Search,134.55,9039,1277
2024-05-31,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,531.19,49759,1617
2024-05-31,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,698.12,244961,2808
2024-05-31,Meta,fb_prospect_02,FB – Prospecting Interest EU,562.46,200695,2618
2024-05-31,Referral,referral_mgm_01,Referral – Member Get Member,2218.65,0,0
2024-05-31,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,466.58,197803,1683
2024-05-31,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,460.65,189464,1570
2024-06-01,Google App Campaigns,goog_ac_01,Google – App Campaign NL,447.36,110066,1801
2024-06-01,Google App Campaigns,goog_ac_02,Google – App Campaign EU,436.59,121666,1779
2024-06-01,Google Brand Search,goog_brand_01,Google – Brand Search,141.82,9211,1311
2024-06-01,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,501.18,44618,1563
2024-06-01,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,692.51,245701,3142
2024-06-01,Meta,fb_prospect_02,FB – Prospecting Interest EU,649.85,220780,2722
2024-06-01,Referral,referral_mgm_01,Referral – Member Get Member,1994.1,0,0
2024-06-01,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,423.55,190151,1480
2024-06-01,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,474.75,224916,1673
2024-06-02,Google App Campaigns,goog_ac_01,Google – App Campaign NL,379.03,97231,1447
2024-06-02,Google App Campaigns,goog_ac_02,Google – App Campaign EU,379.65,103146,1602
2024-06-02,Google Brand Search,goog_brand_01,Google – Brand Search,140.41,8672,1195
2024-06-02,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,601.21,53581,1913
2024-06-02,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,636.55,212158,2618
2024-06-02,Meta,fb_prospect_02,FB – Prospecting Interest EU,698.04,224683,2799
2024-06-02,Referral,referral_mgm_01,Referral – Member Get Member,1805.45,0,0
2024-06-02,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,463.85,202041,1767
2024-06-02,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,424.63,183278,1405
2024-06-03,Google App Campaigns,goog_ac_01,Google – App Campaign NL,315.95,88785,1218
2024-06-03,Google App Campaigns,goog_ac_02,Google – App Campaign EU,330.37,81105,1202
2024-06-03,Google Brand Search,goog_brand_01,Google – Brand Search,117.19,8146,1317
2024-06-03,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,454.2,38215,1323
2024-06-03,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,530.7,180294,2248
2024-06-03,Meta,fb_prospect_02,FB – Prospecting Interest EU,570.23,178589,2325
2024-06-03,Referral,referral_mgm_01,Referral – Member Get Member,2385.36,0,0
2024-06-03,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,398.28,191048,1380
2024-06-03,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,389.31,179974,1533
2024-06-04,Google App Campaigns,goog_ac_01,Google – App Campaign NL,316.42,79573,1220
2024-06-04,Google App Campaigns,goog_ac_02,Google – App Campaign EU,333.62,91328,1328
2024-06-04,Google Brand Search,goog_brand_01,Google – Brand Search,127.86,8211,1229
2024-06-04,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,516.89,48291,1687
2024-06-04,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,580.76,207544,2445
2024-06-04,Meta,fb_prospect_02,FB – Prospecting Interest EU,546.09,180770,2278
2024-06-04,Referral,referral_mgm_01,Referral – Member Get Member,2302.52,0,0
2024-06-04,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,398.06,166283,1275
2024-06-04,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,422.09,175250,1375
2024-06-05,Google App Campaigns,goog_ac_01,Google – App Campaign NL,338.41,86506,1188
2024-06-05,Google App Campaigns,goog_ac_02,Google – App Campaign EU,356.21,100882,1552
2024-06-05,Google Brand Search,goog_brand_01,Google – Brand Search,111.63,7825,1102
2024-06-05,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,475.38,41773,1451
2024-06-05,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,490.77,174892,2127
2024-06-05,Meta,fb_prospect_02,FB – Prospecting Interest EU,515.23,173402,2014
2024-06-05,Referral,referral_mgm_01,Referral – Member Get Member,2005.82,0,0
2024-06-05,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,356.12,167414,1425
2024-06-05,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,421.06,198439,1732
2024-06-06,Google App Campaigns,goog_ac_01,Google – App Campaign NL,383.36,106229,1577
2024-06-06,Google App Campaigns,goog_ac_02,Google – App Campaign EU,393.03,103037,1565
2024-06-06,Google Brand Search,goog_brand_01,Google – Brand Search,117.02,7668,1091
2024-06-06,Google Non-Brand Search,goog_search_01,Google – Non-Brand Search NL,428.27,36397,1359
2024-06-06,Meta,fb_prospect_01,FB – Prospecting Lookalike NL,553.91,193461,2397
2024-06-06,Meta,fb_prospect_02,FB – Prospecting Interest EU,568.64,204500,2414
2024-06-06,Referral,referral_mgm_01,Referral – Member Get Member,2098.69,0,0
2024-06-06,TikTok,tiktok_upper_01,TikTok – Brand Awareness NL,403.96,187005,1518
2024-06-06,TikTok,tiktok_upper_02,TikTok – Brand Awareness EU,417.45,179330,1543
2024-06-07,Google App Campaigns,goog_ac_01,Google – App Campaign NL,424.94,119079,1873
2024-06-07,Google App Campaigns,goog_ac_02,Google – App Campaign EU,411.51,115013,1847
2024-06-07,Google Brand Search,goog_brand_01,Google – Brand Search,152.27,9726,1507
